name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id_old,from_node_id,to_node_id_old,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id
,3243,3243_AB,,,24,24,8775,442,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.832211,33.313378,0.0 -111.832800,33.306192,0.0</coordinates></LineString>","<LineString><coordinates>-111.832205,33.313378,0.0 -111.832794,33.306192,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3243
,3243,3243_BA,,,8775,442,24,24,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.832788,33.306192,0.0 -111.832199,33.313378,0.0</coordinates></LineString>","<LineString><coordinates>-111.832794,33.306192,0.0 -111.832205,33.313378,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3243
,12581,12581_AB,,,8774,441,8775,442,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824156,33.306238,0.0 -111.832794,33.306198,0.0</coordinates></LineString>","<LineString><coordinates>-111.824156,33.306232,0.0 -111.832794,33.306192,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12581
,12581,12581_BA,,,8775,442,8774,441,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.832794,33.306186,0.0 -111.824156,33.306226,0.0</coordinates></LineString>","<LineString><coordinates>-111.832794,33.306192,0.0 -111.824156,33.306232,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12581
,3240,3240_AB,,,24,24,8684,394,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.832199,33.313379,0.0 -111.832902,33.320682,0.0</coordinates></LineString>","<LineString><coordinates>-111.832205,33.313378,0.0 -111.832908,33.320681,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3240
,3240,3240_BA,,,8684,394,24,24,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.832914,33.320680,0.0 -111.832211,33.313377,0.0</coordinates></LineString>","<LineString><coordinates>-111.832908,33.320681,0.0 -111.832205,33.313378,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3240
,3241,3241_AB,,,24,24,8727,417,MixedUrban_Centroid Connector,1,0.47,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.832205,33.313372,0.0 -111.824139,33.313424,0.0</coordinates></LineString>","<LineString><coordinates>-111.832205,33.313378,0.0 -111.824139,33.313430,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3241
,3241,3241_BA,,,8727,417,24,24,MixedUrban_Centroid Connector,1,0.47,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.824139,33.313436,0.0 -111.832205,33.313384,0.0</coordinates></LineString>","<LineString><coordinates>-111.824139,33.313430,0.0 -111.832205,33.313378,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3241
,12472,12472_AB,,,8683,393,8684,394,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824147,33.320714,0.0 -111.832908,33.320687,0.0</coordinates></LineString>","<LineString><coordinates>-111.824147,33.320708,0.0 -111.832908,33.320681,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12472
,12472,12472_BA,,,8684,394,8683,393,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.832908,33.320675,0.0 -111.824147,33.320702,0.0</coordinates></LineString>","<LineString><coordinates>-111.832908,33.320681,0.0 -111.824147,33.320708,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12472
,12473,12473_AB,,,8683,393,8727,417,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824153,33.320708,0.0 -111.824145,33.313430,0.0</coordinates></LineString>","<LineString><coordinates>-111.824147,33.320708,0.0 -111.824139,33.313430,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12473
,12473,12473_BA,,,8727,417,8683,393,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824133,33.313430,0.0 -111.824141,33.320708,0.0</coordinates></LineString>","<LineString><coordinates>-111.824139,33.313430,0.0 -111.824147,33.320708,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12473
,3234,3234_AB,,,22,22,8731,419,Outlying_CBD_Centroid Connector,1,0.55,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.849600,33.313321,0.0 -111.859116,33.313342,0.0</coordinates></LineString>","<LineString><coordinates>-111.849600,33.313315,0.0 -111.859116,33.313336,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3234
,3234,3234_BA,,,8731,419,22,22,Outlying_CBD_Centroid Connector,1,0.55,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.859116,33.313330,0.0 -111.849600,33.313309,0.0</coordinates></LineString>","<LineString><coordinates>-111.859116,33.313336,0.0 -111.849600,33.313315,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3234
,3235,3235_AB,,,22,22,8777,444,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.849606,33.313316,0.0 -111.850269,33.306118,0.0</coordinates></LineString>","<LineString><coordinates>-111.849600,33.313315,0.0 -111.850263,33.306117,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3235
,3235,3235_BA,,,8777,444,22,22,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.850257,33.306116,0.0 -111.849594,33.313314,0.0</coordinates></LineString>","<LineString><coordinates>-111.850263,33.306117,0.0 -111.849600,33.313315,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3235
,12529,12529_AB,,,8729,418,8776,443,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.841537,33.313376,0.0 -111.841461,33.306161,0.0</coordinates></LineString>","<LineString><coordinates>-111.841531,33.313376,0.0 -111.841455,33.306161,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12529
,12529,12529_BA,,,8776,443,8729,418,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.841449,33.306161,0.0 -111.841525,33.313376,0.0</coordinates></LineString>","<LineString><coordinates>-111.841455,33.306161,0.0 -111.841531,33.313376,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12529
,12530,12530_AB,,,8731,419,8778,445,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.859122,33.313336,0.0 -111.859094,33.306083,0.0</coordinates></LineString>","<LineString><coordinates>-111.859116,33.313336,0.0 -111.859088,33.306083,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12530
,12530,12530_BA,,,8778,445,8731,419,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.859082,33.306083,0.0 -111.859110,33.313336,0.0</coordinates></LineString>","<LineString><coordinates>-111.859088,33.306083,0.0 -111.859116,33.313336,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12530
,12587,12587_AB,,,8777,444,8778,445,Outlying_CBD_Major Arterial,1,0.51,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.850263,33.306123,0.0 -111.859088,33.306089,0.0</coordinates></LineString>","<LineString><coordinates>-111.850263,33.306117,0.0 -111.859088,33.306083,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12587
,12587,12587_BA,,,8778,445,8777,444,Outlying_CBD_Major Arterial,1,0.51,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.859088,33.306077,0.0 -111.850263,33.306111,0.0</coordinates></LineString>","<LineString><coordinates>-111.859088,33.306083,0.0 -111.850263,33.306117,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12587
,12585,12585_AB,,,8776,443,30039,1070,Outlying_CBD_Major Arterial,1,0.36,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.841455,33.306167,0.0 -111.847759,33.306105,0.0</coordinates></LineString>","<LineString><coordinates>-111.841455,33.306161,0.0 -111.847759,33.306099,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12585
,12585,12585_BA,,,30039,1070,8776,443,Outlying_CBD_Major Arterial,1,0.36,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.847759,33.306093,0.0 -111.841455,33.306155,0.0</coordinates></LineString>","<LineString><coordinates>-111.847759,33.306099,0.0 -111.841455,33.306161,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12585
,3232,3232_AB,,,22,22,8686,396,Outlying_CBD_Centroid Connector,1,0.51,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.849594,33.313316,0.0 -111.850344,33.320622,0.0</coordinates></LineString>","<LineString><coordinates>-111.849600,33.313315,0.0 -111.850350,33.320621,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3232
,3232,3232_BA,,,8686,396,22,22,Outlying_CBD_Centroid Connector,1,0.51,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.850356,33.320620,0.0 -111.849606,33.313314,0.0</coordinates></LineString>","<LineString><coordinates>-111.850350,33.320621,0.0 -111.849600,33.313315,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3232
,3233,3233_AB,,,22,22,8729,418,Outlying_CBD_Centroid Connector,1,0.47,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.849600,33.313309,0.0 -111.841531,33.313370,0.0</coordinates></LineString>","<LineString><coordinates>-111.849600,33.313315,0.0 -111.841531,33.313376,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3233
,3233,3233_BA,,,8729,418,22,22,Outlying_CBD_Centroid Connector,1,0.47,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.841531,33.313382,0.0 -111.849600,33.313321,0.0</coordinates></LineString>","<LineString><coordinates>-111.841531,33.313376,0.0 -111.849600,33.313315,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3233
,3226,3226_AB,,,20,20,8733,420,Outlying_CBD_Centroid Connector,1,0.54,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867051,33.313238,0.0 -111.876387,33.313379,0.0</coordinates></LineString>","<LineString><coordinates>-111.867051,33.313232,0.0 -111.876387,33.313373,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3226
,3226,3226_BA,,,8733,420,20,20,Outlying_CBD_Centroid Connector,1,0.54,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.876387,33.313367,0.0 -111.867051,33.313226,0.0</coordinates></LineString>","<LineString><coordinates>-111.876387,33.313373,0.0 -111.867051,33.313232,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3226
,12479,12479_AB,,,8687,397,8689,399,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.867783,33.320591,0.0 -111.876393,33.320569,0.0</coordinates></LineString>","<LineString><coordinates>-111.867783,33.320585,0.0 -111.876393,33.320563,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12479
,12479,12479_BA,,,8689,399,8687,397,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.876393,33.320557,0.0 -111.867783,33.320579,0.0</coordinates></LineString>","<LineString><coordinates>-111.876393,33.320563,0.0 -111.867783,33.320585,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12479
,12591,12591_AB,,,8779,446,8780,447,Outlying_CBD_Major Arterial,1,0.5,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.867713,33.306016,0.0 -111.876341,33.305983,0.0</coordinates></LineString>","<LineString><coordinates>-111.867713,33.306010,0.0 -111.876341,33.305977,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12591
,12591,12591_BA,,,8780,447,8779,446,Outlying_CBD_Major Arterial,1,0.5,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.876341,33.305971,0.0 -111.867713,33.306004,0.0</coordinates></LineString>","<LineString><coordinates>-111.876341,33.305977,0.0 -111.867713,33.306010,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12591
,12531,12531_AB,,,8733,420,8780,447,Outlying_CBD_Major Arterial,1,0.51,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.876393,33.313373,0.0 -111.876347,33.305977,0.0</coordinates></LineString>","<LineString><coordinates>-111.876387,33.313373,0.0 -111.876341,33.305977,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12531
,12531,12531_BA,,,8780,447,8733,420,Outlying_CBD_Major Arterial,1,0.51,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.876335,33.305977,0.0 -111.876381,33.313373,0.0</coordinates></LineString>","<LineString><coordinates>-111.876341,33.305977,0.0 -111.876387,33.313373,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12531
,3227,3227_AB,,,20,20,8779,446,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867057,33.313233,0.0 -111.867719,33.306011,0.0</coordinates></LineString>","<LineString><coordinates>-111.867051,33.313232,0.0 -111.867713,33.306010,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3227
,3227,3227_BA,,,8779,446,20,20,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867707,33.306009,0.0 -111.867045,33.313231,0.0</coordinates></LineString>","<LineString><coordinates>-111.867713,33.306010,0.0 -111.867051,33.313232,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3227
,3224,3224_AB,,,20,20,8687,397,Outlying_CBD_Centroid Connector,1,0.51,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867045,33.313233,0.0 -111.867777,33.320586,0.0</coordinates></LineString>","<LineString><coordinates>-111.867051,33.313232,0.0 -111.867783,33.320585,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3224
,3224,3224_BA,,,8687,397,20,20,Outlying_CBD_Centroid Connector,1,0.51,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867789,33.320584,0.0 -111.867057,33.313231,0.0</coordinates></LineString>","<LineString><coordinates>-111.867783,33.320585,0.0 -111.867051,33.313232,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3224
,3225,3225_AB,,,20,20,8731,419,Outlying_CBD_Centroid Connector,1,0.46,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.867051,33.313226,0.0 -111.859116,33.313330,0.0</coordinates></LineString>","<LineString><coordinates>-111.867051,33.313232,0.0 -111.859116,33.313336,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3225
,3225,3225_BA,,,8731,419,20,20,Outlying_CBD_Centroid Connector,1,0.46,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.859116,33.313342,0.0 -111.867051,33.313238,0.0</coordinates></LineString>","<LineString><coordinates>-111.859116,33.313336,0.0 -111.867051,33.313232,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3225
,12478,12478_AB,,,8687,397,8688,398,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.867783,33.320579,0.0 -111.859154,33.320600,0.0</coordinates></LineString>","<LineString><coordinates>-111.867783,33.320585,0.0 -111.859154,33.320606,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12478
,12478,12478_BA,,,8688,398,8687,397,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.859154,33.320612,0.0 -111.867783,33.320591,0.0</coordinates></LineString>","<LineString><coordinates>-111.859154,33.320606,0.0 -111.867783,33.320585,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12478
,12480,12480_AB,,,8688,398,8731,419,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.859160,33.320606,0.0 -111.859122,33.313336,0.0</coordinates></LineString>","<LineString><coordinates>-111.859154,33.320606,0.0 -111.859116,33.313336,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12480
,12480,12480_BA,,,8731,419,8688,398,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.859110,33.313336,0.0 -111.859148,33.320606,0.0</coordinates></LineString>","<LineString><coordinates>-111.859116,33.313336,0.0 -111.859154,33.320606,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12480
,3219,3219_AB,,,18,18,8783,448,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.884390,33.313151,0.0 -111.885165,33.305961,0.0</coordinates></LineString>","<LineString><coordinates>-111.884384,33.313150,0.0 -111.885159,33.305960,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3219
,3219,3219_BA,,,8783,448,18,18,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.885153,33.305959,0.0 -111.884378,33.313149,0.0</coordinates></LineString>","<LineString><coordinates>-111.885159,33.305960,0.0 -111.884384,33.313150,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3219
,3220,3220_AB,,,18,18,10634,755,Outlying_CBD_Centroid Connector,1,0.52,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.884384,33.313156,0.0 -111.893340,33.313081,0.0</coordinates></LineString>","<LineString><coordinates>-111.884384,33.313150,0.0 -111.893340,33.313075,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3220
,3220,3220_BA,,,10634,755,18,18,Outlying_CBD_Centroid Connector,1,0.52,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.893340,33.313069,0.0 -111.884384,33.313144,0.0</coordinates></LineString>","<LineString><coordinates>-111.893340,33.313075,0.0 -111.884384,33.313150,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3220
,12483,12483_AB,,,8690,400,10628,749,Outlying_CBD_Major Arterial,1,0.45,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.885285,33.320440,0.0 -111.893132,33.320337,0.0</coordinates></LineString>","<LineString><coordinates>-111.885285,33.320434,0.0 -111.893132,33.320331,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12483
,12483,12483_BA,,,10628,749,8690,400,Outlying_CBD_Major Arterial,1,0.45,3,40,812,26,190,12,,0,"<LineString><coordinates>-111.893132,33.320325,0.0 -111.885285,33.320428,0.0</coordinates></LineString>","<LineString><coordinates>-111.893132,33.320331,0.0 -111.885285,33.320434,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12483
,14855,14855_AB,,,10634,755,10631,752,Outlying_CBD_Collector,1,0.49,2,28,525,23,190,12,,0,"<LineString><coordinates>-111.893340,33.313075,0.0 -111.893351,33.320238,0.0</coordinates></LineString>","<LineString><coordinates>-111.893340,33.313075,0.0 -111.893351,33.320238,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,0
,18433,18433_AB,,,30395,1081,10628,749,Outlying_CBD_Unmetered Ramp,1,0.01,2,40,1235,27,190,12,,0,"<LineString><coordinates>-111.893273,33.320284,0.0 -111.893132,33.320331,0.0</coordinates></LineString>","<LineString><coordinates>-111.893273,33.320284,0.0 -111.893132,33.320331,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,0
,14851,14851_AB,,,10631,752,30395,1081,Outlying_CBD_Metered Ramp,1,0.01,1,30,1075,28,190,12,,0,"<LineString><coordinates>-111.893351,33.320238,0.0 -111.893273,33.320284,0.0</coordinates></LineString>","<LineString><coordinates>-111.893351,33.320238,0.0 -111.893273,33.320284,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,0
,3217,3217_AB,,,18,18,8690,400,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.884378,33.313151,0.0 -111.885279,33.320435,0.0</coordinates></LineString>","<LineString><coordinates>-111.884384,33.313150,0.0 -111.885285,33.320434,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3217
,3217,3217_BA,,,8690,400,18,18,Outlying_CBD_Centroid Connector,1,0.5,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.885291,33.320433,0.0 -111.884390,33.313149,0.0</coordinates></LineString>","<LineString><coordinates>-111.885285,33.320434,0.0 -111.884384,33.313150,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3217
,3218,3218_AB,,,18,18,8733,420,Outlying_CBD_Centroid Connector,1,0.46,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.884384,33.313144,0.0 -111.876387,33.313367,0.0</coordinates></LineString>","<LineString><coordinates>-111.884384,33.313150,0.0 -111.876387,33.313373,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3218
,3218,3218_BA,,,8733,420,18,18,Outlying_CBD_Centroid Connector,1,0.46,1,20,99999,25,190,12,,0,"<LineString><coordinates>-111.876387,33.313379,0.0 -111.884384,33.313156,0.0</coordinates></LineString>","<LineString><coordinates>-111.876387,33.313373,0.0 -111.884384,33.313150,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3218
,12481,12481_AB,,,8689,399,8690,400,MixedUrban_Major Arterial,1,0.51,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.876393,33.320569,0.0 -111.885285,33.320440,0.0</coordinates></LineString>","<LineString><coordinates>-111.876393,33.320563,0.0 -111.885285,33.320434,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12481
,12481,12481_BA,,,8690,400,8689,399,MixedUrban_Major Arterial,1,0.51,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.885285,33.320428,0.0 -111.876393,33.320557,0.0</coordinates></LineString>","<LineString><coordinates>-111.885285,33.320434,0.0 -111.876393,33.320563,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12481
,12482,12482_AB,,,8689,399,8733,420,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.876399,33.320563,0.0 -111.876393,33.313373,0.0</coordinates></LineString>","<LineString><coordinates>-111.876393,33.320563,0.0 -111.876387,33.313373,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12482
,12482,12482_BA,,,8733,420,8689,399,Outlying_CBD_Major Arterial,1,0.5,2,40,812,26,190,12,,0,"<LineString><coordinates>-111.876381,33.313373,0.0 -111.876387,33.320563,0.0</coordinates></LineString>","<LineString><coordinates>-111.876387,33.313373,0.0 -111.876393,33.320563,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12482
,3258,3258_AB,,,28,28,8770,438,MixedUrban_Centroid Connector,1,0.25,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797752,33.309968,0.0 -111.798379,33.306390,0.0</coordinates></LineString>","<LineString><coordinates>-111.797746,33.309967,0.0 -111.798373,33.306389,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3258
,3258,3258_BA,,,8770,438,28,28,MixedUrban_Centroid Connector,1,0.25,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.798367,33.306388,0.0 -111.797740,33.309966,0.0</coordinates></LineString>","<LineString><coordinates>-111.798373,33.306389,0.0 -111.797746,33.309967,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3258
,12575,12575_AB,,,8769,437,22689,1028,MixedUrban_Major Arterial,1,0.26,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789719,33.306380,0.0 -111.789701,33.310105,0.0</coordinates></LineString>","<LineString><coordinates>-111.789725,33.306380,0.0 -111.789707,33.310105,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12575
,12575,12575_BA,,,22689,1028,8769,437,MixedUrban_Major Arterial,1,0.26,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789713,33.310105,0.0 -111.789731,33.306380,0.0</coordinates></LineString>","<LineString><coordinates>-111.789707,33.310105,0.0 -111.789725,33.306380,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12575
,3256,3256_AB,,,28,28,8723,415,MixedUrban_Centroid Connector,1,0.53,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797743,33.309962,0.0 -111.789744,33.313653,0.0</coordinates></LineString>","<LineString><coordinates>-111.797746,33.309967,0.0 -111.789747,33.313658,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3256
,3256,3256_BA,,,8723,415,28,28,MixedUrban_Centroid Connector,1,0.53,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.789750,33.313663,0.0 -111.797749,33.309972,0.0</coordinates></LineString>","<LineString><coordinates>-111.789747,33.313658,0.0 -111.797746,33.309967,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3256
,3259,3259_AB,,,28,28,22689,1028,MixedUrban_Centroid Connector,1,0.47,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797746,33.309961,0.0 -111.789707,33.310099,0.0</coordinates></LineString>","<LineString><coordinates>-111.797746,33.309967,0.0 -111.789707,33.310105,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3259
,3259,3259_BA,,,22689,1028,28,28,MixedUrban_Centroid Connector,1,0.47,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.789707,33.310111,0.0 -111.797746,33.309973,0.0</coordinates></LineString>","<LineString><coordinates>-111.789707,33.310105,0.0 -111.797746,33.309967,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,3259
,12525,12525_AB,,,8723,415,22689,1028,MixedUrban_Major Arterial,1,0.24,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789753,33.313658,0.0 -111.789713,33.310105,0.0</coordinates></LineString>","<LineString><coordinates>-111.789747,33.313658,0.0 -111.789707,33.310105,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12525
,12525,12525_BA,,,22689,1028,8723,415,MixedUrban_Major Arterial,1,0.24,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789701,33.310105,0.0 -111.789741,33.313658,0.0</coordinates></LineString>","<LineString><coordinates>-111.789707,33.310105,0.0 -111.789747,33.313658,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12525
,12662,12662_AB,,,8858,479,8883,500,Suburban_Major Arterial,1,0.3,3,41,889,46,190,12,,0,"<LineString><coordinates>-111.686599,33.292638,0.0 -111.686381,33.288257,0.0</coordinates></LineString>","<LineString><coordinates>-111.686593,33.292638,0.0 -111.686375,33.288257,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12662
,12662,12662_BA,,,8883,500,8858,479,Suburban_Major Arterial,1,0.3,3,41,889,46,190,12,,0,"<LineString><coordinates>-111.686369,33.288257,0.0 -111.686587,33.292638,0.0</coordinates></LineString>","<LineString><coordinates>-111.686375,33.288257,0.0 -111.686593,33.292638,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12662
,12550,12550_AB,,,8755,426,8757,427,Suburban_Major Arterial,1,0.72,3,41,889,46,190,12,,0,"<LineString><coordinates>-111.703838,33.307077,0.0 -111.716358,33.306952,0.0</coordinates></LineString>","<LineString><coordinates>-111.703838,33.307071,0.0 -111.716358,33.306946,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12550
